site_id,ncollege,college,total_pop,college_percentage,volume,sent,left,total,sign_percentage,has_spouse,spouse_percentage
臺中市后里區,33936,12755,46691,0.2731789852434088,10,500,128,628,0.013450129575292883,24171,0.5176800668222998
臺中市龍井區,44244,21878,66122,0.3308732343244306,15,750,940,1690,0.02555881552282145,34650,0.5240313360152445
臺中市南區,57993,49195,107188,0.4589599582042766,62,3100,612,3712,0.034630742247266484,54116,0.5048699481285218
臺中市南屯區,73482,67138,140620,0.47744275352012516,92,4600,158,4758,0.03383586971981226,73723,0.5242710851941402
臺中市清水區,51706,22599,74305,0.3041383486979342,24,1200,697,1897,0.02552991050400377,39070,0.5258058004171994
臺中市沙鹿區,49700,26893,76593,0.35111563719922184,21,1050,385,1435,0.018735393573825285,41533,0.542255819722429
臺中市神岡區,40099,16552,56651,0.29217489541226105,19,950,420,1370,0.024183156519743693,29878,0.5274046353991986
臺中市石岡區,9821,3610,13431,0.26878117787208694,2,100,302,402,0.029930757203484475,6804,0.5065892338619611
臺中市太平區,109239,53103,162342,0.3271057397346343,59,2950,1866,4816,0.029665767330696924,79451,0.4894050830961797
臺中市潭子區,61282,31542,92824,0.3398043609411359,38,1900,809,2709,0.029184262690683443,46965,0.5059575109885375
臺中市外埔區,21068,7071,28139,0.25128824762784746,7,350,346,696,0.024734354454671453,14892,0.5292298944525392
臺中市烏日區,42051,21610,63661,0.3394542969793123,17,850,887,1737,0.02728515103438526,33111,0.5201143557279967
臺中市梧棲區,33382,15566,48948,0.318010950396339,17,850,477,1327,0.027110402876522024,25897,0.5290716678924573
臺中市霧峰區,39680,17483,57163,0.30584468974686424,14,700,704,1404,0.024561342126900268,29404,0.5143886779910082
臺中市西區,49963,48876,98839,0.49450115844959985,69,3450,30,3480,0.03520877386456763,49306,0.4988516678638999
臺中市西屯區,101711,89002,190713,0.46668029971737635,124,6200,37,6237,0.032703591260165796,97526,0.5113757321210405
臺中市新社區,16756,5034,21790,0.23102340523175768,4,200,220,420,0.019274896741624598,11348,0.5207893529141808
臺中市中區,9389,5843,15232,0.3836003151260504,7,350,101,451,0.029608718487394957,6848,0.4495798319327731
桃園市八德區,113297,55804,169101,0.33000396212914174,60,3000,822,3822,0.022601876984760585,86667,0.5125161885500381
桃園市大溪區,57735,23487,81222,0.2891704218068996,34,1700,606,2306,0.028391322548078107,41116,0.5062175272709365
桃園市大園區,54151,22013,76164,0.28902105981828685,31,1550,157,1707,0.022412163226721286,39722,0.5215324825376818
桃園市復興區,8267,1402,9669,0.14499948288344192,2,100,152,252,0.026062674526838348,4783,0.49467369945185646
桃園市觀音區,41796,15281,57077,0.26772605427755486,23,1150,511,1661,0.029101038947386863,29392,0.5149534838901835
桃園市龜山區,87720,47045,134765,0.3490891551960821,65,3250,198,3448,0.025585278076651948,68487,0.5081957481541943
桃園市龍潭區,67767,36908,104675,0.35259613088129926,48,2400,478,2878,0.02749462622402675,54046,0.5163219488894196
桃園市蘆竹區,83192,50452,133644,0.3775104007662147,64,3200,1361,4561,0.034127981802400405,72786,0.5446260213702074
桃園市平鎮區,120234,69821,190055,0.3673726026676488,98,4900,511,5411,0.02847070584830707,97754,0.5143458472547421
桃園市桃園區,216594,155020,371614,0.4171532827073253,236,11800,672,12472,0.033561706501907894,189753,0.510618545049433
桃園市新屋區,31665,11290,42955,0.2628331975323012,12,600,213,813,0.01892678384355721,22949,0.5342567803515307
桃園市楊梅區,91303,50684,141987,0.3569622571080451,65,3250,1087,4337,0.03054504989893441,74625,0.5255762851528661
桃園市中壢區,207280,136160,343440,0.3964593524341952,194,9700,2206,11906,0.03466689960400652,176559,0.5140897973445143
新北市八里區,23428,10478,33906,0.30903084999705066,16,800,249,1049,0.03093847696572878,16510,0.4869344658762461
新北市板橋區,292574,184890,477464,0.3872333830403968,337,16850,5260,22110,0.04630715614161487,239713,0.5020546051639495
新北市淡水區,86012,63450,149462,0.424522621134469,103,5150,393,5543,0.03708634970761799,75192,0.5030843960337744
新北市貢寮區,9537,2130,11667,0.18256621239393162,3,150,211,361,0.030941973086483242,5971,0.5117853775606411
新北市金山區,15222,4478,19700,0.22730964467005077,8,400,319,719,0.03649746192893401,9846,0.4997969543147208
新北市林口區,47936,39447,87383,0.45142647883455594,52,2600,651,3251,0.03720403282102926,46923,0.5369808772873442
新北市蘆洲區,118118,55996,174114,0.32160538497765834,116,5800,2736,8536,0.04902535120668068,84699,0.4864571487646025
新北市平溪區,3759,662,4421,0.14973987785568876,0,0,129,129,0.02917891879665234,2155,0.4874462791223705
新北市坪林區,4847,1173,6020,0.19485049833887044,2,100,112,212,0.03521594684385382,3251,0.5400332225913621
新北市瑞芳區,28506,7980,36486,0.21871402729814177,12,600,427,1027,0.02814778271117689,16535,0.45318752398180123
新北市三峽區,66306,31432,97738,0.321594466839919,53,2650,471,3121,0.031932308825635886,48107,0.49220364648345577
新北市三芝區,15651,5315,20966,0.253505675856148,9,450,201,651,0.031050271868739866,10107,0.48206620242297055
新北市三重區,227928,113917,341845,0.33324167385803505,231,11550,3547,15097,0.04416329038014305,160929,0.47076599043426115
新北市深坑區,13958,7391,21349,0.3461988851936859,12,600,841,1441,0.06749730666541759,10241,0.47969459927865477
新北市石碇區,5596,1423,7019,0.20273543239777747,2,100,118,218,0.031058555349764923,3453,0.4919504202877903
新北市石門區,8640,2351,10991,0.2139022836866527,5,250,152,402,0.03657537985624602,5611,0.5105085979437721
新北市樹林區,105478,52725,158203,0.3332743374019456,82,4100,923,5023,0.03175034607434751,79493,0.5024746686219604
新北市雙溪區,6644,1601,8245,0.1941782898726501,2,100,137,237,0.028744693753790174,3988,0.48368708308065494
新北市泰山區,43581,23313,66894,0.3485065925195085,36,1800,319,2119,0.0316769814931085,34409,0.5143809609232517
新北市土城區,138266,70484,208750,0.3376479041916168,148,7400,283,7683,0.036804790419161675,101560,0.48651497005988026
新北市萬里區,15763,4271,20034,0.21318758111210942,6,300,393,693,0.03459119496855346,9989,0.49860237596086654
新北市烏來區,4064,1311,5375,0.24390697674418604,2,100,167,267,0.04967441860465116,2614,0.4863255813953488
新北市五股區,52096,21979,74075,0.2967127910901114,44,2200,482,2682,0.03620654741815727,35791,0.4831724603442457
新北市汐止區,107514,71034,178548,0.39784259694871965,114,5700,1513,7213,0.04039810023075027,87343,0.4891849810695163
新北市新店區,148366,123798,272164,0.45486544877353363,214,10700,1589,12289,0.045152922502608724,136233,0.5005548125394983
新北市新莊區,229744,127781,357525,0.3574043773162716,232,11600,1335,12935,0.03617928816166702,178571,0.4994643731207608
新北市鶯歌區,53328,21405,74733,0.2864196539681265,35,1750,513,2263,0.03028113417098203,36206,0.48447138479654234
新北市永和區,100353,95188,195541,0.48679305107368787,158,7900,2017,9917,0.05071570668044042,97743,0.49985936453224644
新北市中和區,218932,148984,367916,0.4049402581023929,264,13200,821,14021,0.038109242327052914,182228,0.49529783972428487
新竹市北區,74729,52916,127645,0.4145559951427788,62,3100,748,3848,0.03014610834736966,65144,0.5103529319597321
新竹市東區,84657,85396,170053,0.5021728519932022,100,5000,351,5351,0.031466660394112424,94045,0.553033466037059
新竹市香山區,43649,23569,67218,0.35063524651135114,30,1500,1088,2588,0.038501591835520245,35660,0.5305126602993245
新竹縣寶山鄉,8521,4704,13225,0.3556899810964083,4,200,340,540,0.040831758034026465,7184,0.5432136105860114
新竹縣北埔鄉,6376,2089,8465,0.24678086237448316,2,100,178,278,0.03284111045481394,4303,0.5083284111045482
新竹縣峨眉鄉,3946,1173,5119,0.2291463176401641,0,0,215,215,0.04200039070130885,2794,0.5458097284625903
新竹縣關西鎮,18907,6943,25850,0.2685880077369439,9,450,220,670,0.025918762088974853,13289,0.5140812379110251
新竹縣橫山鄉,8906,2910,11816,0.24627623561272852,3,150,136,286,0.024204468517264727,5943,0.5029620853080569
新竹縣湖口鄉,44078,22098,66176,0.3339277079303675,21,1050,691,1741,0.02630863152804642,33920,0.5125725338491296
新竹縣尖石鄉,6633,983,7616,0.12907037815126052,1,50,188,238,0.03125,3409,0.4476102941176471
新竹縣芎林鄉,11868,6087,17955,0.33901420217209693,6,300,141,441,0.02456140350877193,9456,0.5266499582289056
新竹縣五峰鄉,3457,443,3900,0.1135897435897436,0,0,183,183,0.04692307692307692,1802,0.46205128205128204
新竹縣新埔鎮,20557,9525,30082,0.3166345322784389,9,450,267,717,0.023834851406156505,15733,0.5230037896416462
新竹縣新豐鄉,31155,16485,47640,0.34603274559193953,16,800,47,847,0.017779177162048698,25119,0.5272670025188917
新竹縣竹北市,67062,73150,140212,0.521709982027216,58,2900,1540,4440,0.03166633383733204,83980,0.5989501611844921
新竹縣竹東鎮,51764,31018,82782,0.37469498200091805,31,1550,869,2419,0.029221328308086297,42666,0.5154018989635428
宜蘭縣大同鄉,4389,586,4975,0.11778894472361809,1,50,178,228,0.04582914572864322,2560,0.5145728643216081
宜蘭縣冬山鄉,33090,14067,47157,0.2983014186653095,14,700,886,1586,0.033632334542061625,24522,0.5200076340734143
宜蘭縣礁溪鄉,23115,8938,32053,0.27885065360496675,10,500,364,864,0.026955355192961657,16180,0.5047889433126385
宜蘭縣羅東鎮,38414,21993,60407,0.36408032181700795,25,1250,1424,2674,0.04426639296770242,30126,0.49871703610508716
宜蘭縣南澳鄉,4090,642,4732,0.1356720202874049,1,50,181,231,0.04881656804733728,2380,0.5029585798816568
宜蘭縣三星鄉,14940,4711,19651,0.23973334690346548,5,250,366,616,0.03134700524146354,10030,0.5104065950842196
宜蘭縣蘇澳鎮,27522,8356,35878,0.2329003846368248,9,450,528,978,0.02725904453982942,18166,0.5063269970455432
宜蘭縣頭城鎮,19914,6282,26196,0.23980760421438388,7,350,497,847,0.03233318063826538,13395,0.5113376087952359
宜蘭縣五結鄉,25442,10583,36025,0.29376821651630813,12,600,613,1213,0.033671061762664815,18311,0.5082859125607218
宜蘭縣宜蘭市,51803,30728,82531,0.372320703735566,31,1550,1994,3544,0.04294144018611189,40507,0.4908095140007997
宜蘭縣員山鄉,21951,7313,29264,0.24989748496446146,8,400,613,1013,0.03461591033351558,14769,0.5046815199562602
宜蘭縣壯圍鄉,16686,5378,22064,0.2437454677302393,6,300,420,720,0.032632342277012324,11204,0.5077955039883973
雲林縣褒忠鄉,9295,2427,11722,0.20704657908206792,3,150,100,250,0.02132741852926122,6129,0.522862992663368
雲林縣北港鎮,25690,9775,35465,0.275623854504441,12,600,173,773,0.021796137036514875,17935,0.5057098547864092
雲林縣莿桐鄉,19626,6059,25685,0.23589643760949972,7,350,143,493,0.01919408214911427,13599,0.529452988125365
雲林縣大埤鄉,13495,3778,17273,0.21872286227059573,4,200,308,508,0.02941006194639032,8915,0.5161234296300585
雲林縣東勢鄉,11185,2435,13620,0.1787812041116006,2,100,278,378,0.027753303964757708,7256,0.5327459618208517
雲林縣斗六市,60237,33509,93746,0.35744458430226356,39,1950,829,2779,0.029643931474409576,47368,0.5052802252896124
雲林縣斗南鎮,27649,12124,39773,0.3048299097377618,12,600,195,795,0.0199884343650215,20095,0.5052422497674302
雲林縣二崙鄉,19753,4698,24451,0.19213938080242116,5,250,305,555,0.02269845814077134,13179,0.538996360067073
雲林縣古坑鄉,21686,6915,28601,0.24177476312017063,7,350,258,608,0.021257997972098878,14926,0.5218698646900458
雲林縣虎尾鎮,41871,18920,60791,0.31123028079814447,20,1000,567,1567,0.025776841966738497,31160,0.5125758747182971
雲林縣口湖鄉,20899,4209,25108,0.16763581328660188,6,300,73,373,0.014855822845308269,13156,0.5239764218575753
雲林縣林內鄉,12297,3936,16233,0.24246904453890222,3,150,127,277,0.017064005421055874,8015,0.49374730487279
雲林縣崙背鄉,17669,4317,21986,0.19635222414263623,14,700,235,935,0.04252706267624852,11691,0.5317474756663331
雲林縣麥寮鄉,29605,8797,38402,0.22907661059319828,11,550,19,569,0.014816936617884486,19963,0.519842716525181
雲林縣水林鄉,19427,3963,23390,0.16943138093202223,5,250,231,481,0.02056434373663959,12267,0.5244548952543823
雲林縣四湖鄉,18264,3590,21854,0.1642719868216345,4,200,73,273,0.012491992312620116,11361,0.5198590647021141
雲林縣臺西鄉,17872,3882,21754,0.17844994024087524,4,200,212,412,0.01893904569274616,11538,0.5303852165119058
雲林縣土庫鎮,19616,5823,25439,0.2289005070954047,5,250,497,747,0.02936436180667479,13461,0.5291481583395574
雲林縣西螺鎮,30067,9814,39881,0.24608209423033525,11,550,127,677,0.01697550211880344,20650,0.5177904265188937
雲林縣元長鄉,19497,4186,23683,0.17675125617531562,4,200,131,331,0.013976269898239243,12818,0.5412321074188237
彰化縣北斗鎮,20429,8361,28790,0.29041333796457103,10,500,224,724,0.02514762070163251,15076,0.5236540465439389
彰化縣埔心鄉,22570,8255,30825,0.26780210867802107,7,350,468,818,0.026536901865369018,16078,0.5215896188158962
彰化縣埔鹽鄉,20581,8492,29073,0.29209231933409,4,200,364,564,0.019399442781962647,15807,0.5437003405221339
彰化縣大城鄉,13273,2050,15323,0.13378581217777197,2,100,95,195,0.012725967499836847,8506,0.5551132284800626
彰化縣大村鄉,23683,8968,32651,0.27466233806009005,8,400,536,936,0.028666809592355517,17190,0.5264769838596062
彰化縣二林鎮,34622,10307,44929,0.2294063967593314,12,600,239,839,0.018673907721071022,23725,0.5280553762603218
彰化縣二水鄉,10385,3481,13866,0.25104572335208425,2,100,204,304,0.021924130967834993,7169,0.5170200490408192
彰化縣芳苑鄉,25313,5058,30371,0.16654044977116328,5,250,239,489,0.01610088571334497,16309,0.5369925257647098
彰化縣芬園鄉,16116,5123,21239,0.24120721314562832,4,200,242,442,0.020810772635246482,11141,0.5245538867178304
彰化縣福興鄉,30795,10536,41331,0.2549176163170502,11,550,210,760,0.018388134814062086,22039,0.5332317146935714
彰化縣和美鎮,53907,24445,78352,0.3119894833571574,27,1350,467,1817,0.023190218501123138,41752,0.5328772717990606
彰化縣花壇鄉,28419,12004,40423,0.29695965168344757,14,700,322,1022,0.02528263612299928,21077,0.521411077851718
彰化縣鹿港鎮,52804,20756,73560,0.2821642196846112,22,1100,313,1413,0.019208809135399674,39411,0.5357667210440457
彰化縣埤頭鄉,20308,6456,26764,0.24121954864743686,5,250,322,572,0.021371992228366464,14335,0.5356075325063518
彰化縣社頭鄉,27301,10569,37870,0.27908634803274357,13,650,207,857,0.02263005017163982,20084,0.5303406390282546
彰化縣伸港鄉,23537,8048,31585,0.2548044958049707,7,350,366,716,0.02266898844388159,16829,0.5328162102263733
彰化縣田尾鄉,18052,6145,24197,0.25395710212009753,7,350,201,551,0.02277141794437327,12672,0.5237012852832996
彰化縣田中鎮,26135,10807,36942,0.2925396567592442,14,700,203,903,0.02444372259217151,18980,0.5137783552595961
彰化縣溪湖鎮,33223,13951,47174,0.2957349387374401,12,600,542,1142,0.024208250307372704,24697,0.5235299105439437
彰化縣溪州鄉,20899,5710,26609,0.21458904881806906,4,200,266,466,0.017512871584802133,14065,0.5285805554511631
彰化縣線西鄉,10930,3762,14692,0.25605771848625103,4,200,113,313,0.021304111080860333,7873,0.5358698611489245
彰化縣秀水鄉,23740,10022,33762,0.29684260411113084,10,500,209,709,0.02099994076180321,18267,0.5410520703749778
彰化縣永靖鄉,23773,8940,32713,0.2732858496622138,11,550,158,708,0.021642771986671965,17139,0.5239201540671904
彰化縣員林市,67580,38394,105974,0.36229641232755205,54,2700,600,3300,0.031139713514635667,54873,0.5177968180874554
彰化縣彰化市,122901,76641,199542,0.3840845536278077,75,3750,2654,6404,0.03209349410149242,104040,0.5213939922422347
彰化縣竹塘鄉,10855,2596,13451,0.19299680321165713,3,150,54,204,0.015166158649914505,7290,0.5419671399895919
